"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","richFactor","FoldEnrichment"
"GO:0048935","peripheral nervous system neuron development","1/33","12/21066",0.018641771714501,0.111493608156853,0.0724173552100382,"RUNX1",1,0.0833333333333333,53.1969696969697
"GO:0046887","positive regulation of hormone secretion","2/33","134/21066",0.0186424048158709,0.111493608156853,0.0724173552100382,"MYB/NR1H4",2,0.0149253731343284,9.52781546811398
"GO:0019218","regulation of steroid metabolic process","2/33","135/21066",0.01890439635972,0.111620225639876,0.0724995958280915,"NR1H4/SNAI2",2,0.0148148148148148,9.45723905723906
"GO:0048593","camera-type eye morphogenesis","2/33","135/21066",0.01890439635972,0.111620225639876,0.0724995958280915,"PAX6/SOX1",2,0.0148148148148148,9.45723905723906
"GO:0007224","smoothened signaling pathway","2/33","137/21066",0.0194330669426209,0.113092915752016,0.0734561378642519,"GLI1/PRRX1",2,0.0145985401459854,9.31917717319177
"GO:0021514","ventral spinal cord interneuron differentiation","1/33","13/21066",0.0201799507557009,0.113092915752016,0.0734561378642519,"SOX1",1,0.0769230769230769,49.1048951048951
"GO:0021527","spinal cord association neuron differentiation","1/33","13/21066",0.0201799507557009,0.113092915752016,0.0734561378642519,"TAL1",1,0.0769230769230769,49.1048951048951
"GO:0042415","norepinephrine metabolic process","1/33","13/21066",0.0201799507557009,0.113092915752016,0.0734561378642519,"EPAS1",1,0.0769230769230769,49.1048951048951
"GO:0061303","cornea development in camera-type eye","1/33","13/21066",0.0201799507557009,0.113092915752016,0.0734561378642519,"PAX6",1,0.0769230769230769,49.1048951048951
"GO:0070857","regulation of bile acid biosynthetic process","1/33","13/21066",0.0201799507557009,0.113092915752016,0.0734561378642519,"NR1H4",1,0.0769230769230769,49.1048951048951
"GO:0061351","neural precursor cell proliferation","2/33","140/21066",0.0202377133258111,0.113092915752016,0.0734561378642519,"GLI1/ID2",2,0.0142857142857143,9.11948051948052
"GO:0048565","digestive tract development","2/33","141/21066",0.020509012142885,0.113092915752016,0.0734561378642519,"GLI1/ID2",2,0.0141843971631206,9.05480335267569
"GO:0042770","signal transduction in response to DNA damage","2/33","142/21066",0.0207818440135919,0.113092915752016,0.0734561378642519,"TFAP4/SNAI2",2,0.0140845070422535,8.9910371318822
"GO:0010755","regulation of plasminogen activation","1/33","14/21066",0.0217157918056731,0.113092915752016,0.0734561378642519,"RUNX1",1,0.0714285714285714,45.5974025974026
"GO:0019627","urea metabolic process","1/33","14/21066",0.0217157918056731,0.113092915752016,0.0734561378642519,"NR1H4",1,0.0714285714285714,45.5974025974026
"GO:0034370","triglyceride-rich lipoprotein particle remodeling","1/33","14/21066",0.0217157918056731,0.113092915752016,0.0734561378642519,"NR1H4",1,0.0714285714285714,45.5974025974026
"GO:0038183","bile acid signaling pathway","1/33","14/21066",0.0217157918056731,0.113092915752016,0.0734561378642519,"NR1H4",1,0.0714285714285714,45.5974025974026
"GO:0043249","erythrocyte maturation","1/33","14/21066",0.0217157918056731,0.113092915752016,0.0734561378642519,"TAL1",1,0.0714285714285714,45.5974025974026
"GO:0045799","positive regulation of chromatin assembly or disassembly","1/33","14/21066",0.0217157918056731,0.113092915752016,0.0734561378642519,"TAL1",1,0.0714285714285714,45.5974025974026
"GO:0048875","chemical homeostasis within a tissue","1/33","14/21066",0.0217157918056731,0.113092915752016,0.0734561378642519,"EPAS1",1,0.0714285714285714,45.5974025974026
"GO:0060556","regulation of vitamin D biosynthetic process","1/33","14/21066",0.0217157918056731,0.113092915752016,0.0734561378642519,"SNAI2",1,0.0714285714285714,45.5974025974026
"GO:0060644","mammary gland epithelial cell differentiation","1/33","14/21066",0.0217157918056731,0.113092915752016,0.0734561378642519,"ID2",1,0.0714285714285714,45.5974025974026
"GO:0071941","nitrogen cycle metabolic process","1/33","14/21066",0.0217157918056731,0.113092915752016,0.0734561378642519,"NR1H4",1,0.0714285714285714,45.5974025974026
"GO:0072540","T-helper 17 cell lineage commitment","1/33","14/21066",0.0217157918056731,0.113092915752016,0.0734561378642519,"IRF4",1,0.0714285714285714,45.5974025974026
"GO:1903727","positive regulation of phospholipid metabolic process","1/33","14/21066",0.0217157918056731,0.113092915752016,0.0734561378642519,"NR1H4",1,0.0714285714285714,45.5974025974026
"GO:0016571","histone methylation","2/33","147/21066",0.022168819070055,0.114807236189614,0.0745696236875711,"MYB/NR1H4",2,0.0136054421768707,8.6852195423624
"GO:0045667","regulation of osteoblast differentiation","2/33","148/21066",0.0224507413625914,0.115621318017346,0.0750983863122939,"GLI1/SNAI2",2,0.0135135135135135,8.62653562653563
"GO:0055123","digestive system development","2/33","150/21066",0.0230190724529865,0.117130975710795,0.0760789395407649,"GLI1/ID2",2,0.0133333333333333,8.51151515151515
"GO:0018216","peptidyl-arginine methylation","1/33","15/21066",0.0232492983072128,0.117130975710795,0.0760789395407649,"NR1H4",1,0.0666666666666667,42.5575757575758
"GO:0045475","locomotor rhythm","1/33","15/21066",0.0232492983072128,0.117130975710795,0.0760789395407649,"ID2",1,0.0666666666666667,42.5575757575758
"GO:2000345","regulation of hepatocyte proliferation","1/33","15/21066",0.0232492983072128,0.117130975710795,0.0760789395407649,"GLI1",1,0.0666666666666667,42.5575757575758
"GO:0030111","regulation of Wnt signaling pathway","3/33","398/21066",0.0240186547860824,0.118344185967641,0.0768669441588491,"GLI1/RUNX1/SNAI2",3,0.00753768844221105,4.811786203746
"GO:0030098","lymphocyte differentiation","3/33","400/21066",0.0243322255629356,0.118344185967641,0.0768669441588491,"MYB/IRF4/RUNX1",3,0.0075,4.78772727272727
"GO:0003198","epithelial to mesenchymal transition involved in endocardial cushion formation","1/33","16/21066",0.0247804736982089,0.118344185967641,0.0768669441588491,"SNAI2",1,0.0625,39.8977272727273
"GO:0010839","negative regulation of keratinocyte proliferation","1/33","16/21066",0.0247804736982089,0.118344185967641,0.0768669441588491,"SNAI2",1,0.0625,39.8977272727273
"GO:0030852","regulation of granulocyte differentiation","1/33","16/21066",0.0247804736982089,0.118344185967641,0.0768669441588491,"RUNX1",1,0.0625,39.8977272727273
"GO:0043518","negative regulation of DNA damage response, signal transduction by p53 class mediator","1/33","16/21066",0.0247804736982089,0.118344185967641,0.0768669441588491,"SNAI2",1,0.0625,39.8977272727273
"GO:0048557","embryonic digestive tract morphogenesis","1/33","16/21066",0.0247804736982089,0.118344185967641,0.0768669441588491,"ID2",1,0.0625,39.8977272727273
"GO:0106106","cold-induced thermogenesis","2/33","157/21066",0.0250548088744248,0.118344185967641,0.0768669441588491,"IRF4/EPAS1",2,0.0127388535031847,8.13202084539664
"GO:0120161","regulation of cold-induced thermogenesis","2/33","157/21066",0.0250548088744248,0.118344185967641,0.0768669441588491,"IRF4/EPAS1",2,0.0127388535031847,8.13202084539664
"GO:0002295","T-helper cell lineage commitment","1/33","17/21066",0.0263093214116509,0.118344185967641,0.0768669441588491,"IRF4",1,0.0588235294117647,37.5508021390374
"GO:0006978","DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator","1/33","17/21066",0.0263093214116509,0.118344185967641,0.0768669441588491,"TFAP4",1,0.0588235294117647,37.5508021390374
"GO:0021513","spinal cord dorsal/ventral patterning","1/33","17/21066",0.0263093214116509,0.118344185967641,0.0768669441588491,"SOX1",1,0.0588235294117647,37.5508021390374
"GO:0021924","cell proliferation in external granule layer","1/33","17/21066",0.0263093214116509,0.118344185967641,0.0768669441588491,"GLI1",1,0.0588235294117647,37.5508021390374
"GO:0021930","cerebellar granule cell precursor proliferation","1/33","17/21066",0.0263093214116509,0.118344185967641,0.0768669441588491,"GLI1",1,0.0588235294117647,37.5508021390374
"GO:0030656","regulation of vitamin metabolic process","1/33","17/21066",0.0263093214116509,0.118344185967641,0.0768669441588491,"SNAI2",1,0.0588235294117647,37.5508021390374
"GO:0032736","positive regulation of interleukin-13 production","1/33","17/21066",0.0263093214116509,0.118344185967641,0.0768669441588491,"IRF4",1,0.0588235294117647,37.5508021390374
"GO:0042368","vitamin D biosynthetic process","1/33","17/21066",0.0263093214116509,0.118344185967641,0.0768669441588491,"SNAI2",1,0.0588235294117647,37.5508021390374
"GO:0042474","middle ear morphogenesis","1/33","17/21066",0.0263093214116509,0.118344185967641,0.0768669441588491,"PRRX1",1,0.0588235294117647,37.5508021390374
"GO:0097067","cellular response to thyroid hormone stimulus","1/33","17/21066",0.0263093214116509,0.118344185967641,0.0768669441588491,"GATA1",1,0.0588235294117647,37.5508021390374
"GO:1904251","regulation of bile acid metabolic process","1/33","17/21066",0.0263093214116509,0.118344185967641,0.0768669441588491,"NR1H4",1,0.0588235294117647,37.5508021390374
"GO:2000811","negative regulation of anoikis","1/33","17/21066",0.0263093214116509,0.118344185967641,0.0768669441588491,"SNAI2",1,0.0588235294117647,37.5508021390374
"GO:2001267","regulation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway","1/33","17/21066",0.0263093214116509,0.118344185967641,0.0768669441588491,"TFAP4",1,0.0588235294117647,37.5508021390374
"GO:0048592","eye morphogenesis","2/33","163/21066",0.0268564165416055,0.118344185967641,0.0768669441588491,"PAX6/SOX1",2,0.0122699386503067,7.83268265476854
"GO:0048608","reproductive structure development","3/33","416/21066",0.0269214421640323,0.118344185967641,0.0768669441588491,"GATA1/GLI1/EPAS1",3,0.00721153846153846,4.60358391608392
"GO:0061458","reproductive system development","3/33","419/21066",0.0274228767480033,0.118344185967641,0.0768669441588491,"GATA1/GLI1/EPAS1",3,0.00715990453460621,4.57062269472771
"GO:0021534","cell proliferation in hindbrain","1/33","18/21066",0.027835844875636,0.118344185967641,0.0768669441588491,"GLI1",1,0.0555555555555556,35.4646464646465
"GO:0030903","notochord development","1/33","18/21066",0.027835844875636,0.118344185967641,0.0768669441588491,"GLI1",1,0.0555555555555556,35.4646464646465
"GO:0042772","DNA damage response, signal transduction resulting in transcription","1/33","18/21066",0.027835844875636,0.118344185967641,0.0768669441588491,"TFAP4",1,0.0555555555555556,35.4646464646465
"GO:0043374","CD8-positive, alpha-beta T cell differentiation","1/33","18/21066",0.027835844875636,0.118344185967641,0.0768669441588491,"RUNX1",1,0.0555555555555556,35.4646464646465
"GO:0043923","positive regulation by host of viral transcription","1/33","18/21066",0.027835844875636,0.118344185967641,0.0768669441588491,"TFAP4",1,0.0555555555555556,35.4646464646465
"GO:0055089","fatty acid homeostasis","1/33","18/21066",0.027835844875636,0.118344185967641,0.0768669441588491,"NR1H4",1,0.0555555555555556,35.4646464646465
"GO:0060033","anatomical structure regression","1/33","18/21066",0.027835844875636,0.118344185967641,0.0768669441588491,"GLI1",1,0.0555555555555556,35.4646464646465
"GO:0060973","cell migration involved in heart development","1/33","18/21066",0.027835844875636,0.118344185967641,0.0768669441588491,"SNAI2",1,0.0555555555555556,35.4646464646465
"GO:0071071","regulation of phospholipid biosynthetic process","1/33","18/21066",0.027835844875636,0.118344185967641,0.0768669441588491,"NR1H4",1,0.0555555555555556,35.4646464646465
"GO:0007626","locomotory behavior","2/33","167/21066",0.0280859988272718,0.118344185967641,0.0768669441588491,"TAL1/ID2",2,0.0119760479041916,7.64507348938487
"GO:1990845","adaptive thermogenesis","2/33","167/21066",0.0280859988272718,0.118344185967641,0.0768669441588491,"IRF4/EPAS1",2,0.0119760479041916,7.64507348938487
"GO:1901653","cellular response to peptide","3/33","426/21066",0.0286124693810167,0.119011074907463,0.0773001020235834,"KLF1/NR1H4/KLF10",3,0.00704225352112676,4.4955185659411
"GO:0051100","negative regulation of binding","2/33","169/21066",0.028709225449677,0.119011074907463,0.0773001020235834,"GATA1/TFAP4",2,0.0118343195266272,7.55459924690694
"GO:0019216","regulation of lipid metabolic process","3/33","430/21066",0.0293045343433251,0.119011074907463,0.0773001020235834,"NR1H4/ID2/SNAI2",3,0.00697674418604651,4.45369978858351
"GO:0002089","lens morphogenesis in camera-type eye","1/33","19/21066",0.0293600475133738,0.119011074907463,0.0773001020235834,"SOX1",1,0.0526315789473684,33.5980861244019
"GO:0021511","spinal cord patterning","1/33","19/21066",0.0293600475133738,0.119011074907463,0.0773001020235834,"SOX1",1,0.0526315789473684,33.5980861244019
"GO:0043922","negative regulation by host of viral transcription","1/33","19/21066",0.0293600475133738,0.119011074907463,0.0773001020235834,"TFAP4",1,0.0526315789473684,33.5980861244019
"GO:0050863","regulation of T cell activation","3/33","433/21066",0.0298294474398095,0.119011074907463,0.0773001020235834,"MYB/IRF4/RUNX1",3,0.0069284064665127,4.42284274616838
"GO:0031214","biomineral tissue development","2/33","173/21066",0.0299723552965799,0.119011074907463,0.0773001020235834,"GATA1/KLF10",2,0.0115606936416185,7.37992643194955
"GO:2001236","regulation of extrinsic apoptotic signaling pathway","2/33","173/21066",0.0299723552965799,0.119011074907463,0.0773001020235834,"GATA1/SNAI2",2,0.0115606936416185,7.37992643194955
"GO:0048469","cell maturation","2/33","175/21066",0.0306121813038888,0.119011074907463,0.0773001020235834,"TAL1/EPAS1",2,0.0114285714285714,7.29558441558442
"GO:0110148","biomineralization","2/33","175/21066",0.0306121813038888,0.119011074907463,0.0773001020235834,"GATA1/KLF10",2,0.0114285714285714,7.29558441558442
"GO:0006337","nucleosome disassembly","1/33","20/21066",0.0308819327431953,0.119011074907463,0.0773001020235834,"NFE2",1,0.05,31.9181818181818
"GO:0010988","regulation of low-density lipoprotein particle clearance","1/33","20/21066",0.0308819327431953,0.119011074907463,0.0773001020235834,"NR1H4",1,0.05,31.9181818181818
"GO:0021516","dorsal spinal cord development","1/33","20/21066",0.0308819327431953,0.119011074907463,0.0773001020235834,"TAL1",1,0.05,31.9181818181818
"GO:0042362","fat-soluble vitamin biosynthetic process","1/33","20/21066",0.0308819327431953,0.119011074907463,0.0773001020235834,"SNAI2",1,0.05,31.9181818181818
"GO:0043373","CD4-positive, alpha-beta T cell lineage commitment","1/33","20/21066",0.0308819327431953,0.119011074907463,0.0773001020235834,"IRF4",1,0.05,31.9181818181818
"GO:0150146","cell junction disassembly","1/33","20/21066",0.0308819327431953,0.119011074907463,0.0773001020235834,"SNAI2",1,0.05,31.9181818181818
"GO:1905203","regulation of connective tissue replacement","1/33","20/21066",0.0308819327431953,0.119011074907463,0.0773001020235834,"RUNX1",1,0.05,31.9181818181818
"GO:2000678","negative regulation of transcription regulatory region DNA binding","1/33","20/21066",0.0308819327431953,0.119011074907463,0.0773001020235834,"GATA1",1,0.05,31.9181818181818
"GO:0035265","organ growth","2/33","178/21066",0.0315821387567315,0.119011074907463,0.0773001020235834,"GLI1/RUNX1",2,0.0112359550561798,7.17262512768131
"GO:0030324","lung development","2/33","179/21066",0.0319081637493814,0.119011074907463,0.0773001020235834,"GLI1/EPAS1",2,0.0111731843575419,7.13255459624175
"GO:0002053","positive regulation of mesenchymal cell proliferation","1/33","21/21066",0.0324015039785593,0.119011074907463,0.0773001020235834,"PRRX1",1,0.0476190476190476,30.3982683982684
"GO:0002363","alpha-beta T cell lineage commitment","1/33","21/21066",0.0324015039785593,0.119011074907463,0.0773001020235834,"IRF4",1,0.0476190476190476,30.3982683982684
"GO:0051570","regulation of histone H3-K9 methylation","1/33","21/21066",0.0324015039785593,0.119011074907463,0.0773001020235834,"MYB",1,0.0476190476190476,30.3982683982684
"GO:0002224","toll-like receptor signaling pathway","2/33","181/21066",0.0325642440125145,0.119011074907463,0.0773001020235834,"IRF4/NR1H4",2,0.0110497237569061,7.05374183827223
"GO:0030323","respiratory tube development","2/33","183/21066",0.0332256664730553,0.119011074907463,0.0773001020235834,"GLI1/EPAS1",2,0.0109289617486339,6.97665176353701
"GO:0050673","epithelial cell proliferation","3/33","452/21066",0.0332703853498201,0.119011074907463,0.0773001020235834,"GLI1/ID2/SNAI2",3,0.00663716814159292,4.23692679002414
"GO:0044106","cellular amine metabolic process","2/33","184/21066",0.0335583692526359,0.119011074907463,0.0773001020235834,"NR1H4/EPAS1",2,0.0108695652173913,6.93873517786561
"GO:0051099","positive regulation of binding","2/33","184/21066",0.0335583692526359,0.119011074907463,0.0773001020235834,"IRF4/PAX6",2,0.0108695652173913,6.93873517786561
"GO:0048660","regulation of smooth muscle cell proliferation","2/33","185/21066",0.0338923934732747,0.119011074907463,0.0773001020235834,"MYB/ID2",2,0.0108108108108108,6.9012285012285
"GO:0031498","chromatin disassembly","1/33","22/21066",0.0339187646280584,0.119011074907463,0.0773001020235834,"NFE2",1,0.0454545454545455,29.0165289256198
"GO:0032986","protein-DNA complex disassembly","1/33","22/21066",0.0339187646280584,0.119011074907463,0.0773001020235834,"NFE2",1,0.0454545454545455,29.0165289256198
"GO:0035855","megakaryocyte development","1/33","22/21066",0.0339187646280584,0.119011074907463,0.0773001020235834,"TAL1",1,0.0454545454545455,29.0165289256198
"GO:0043369","CD4-positive or CD8-positive, alpha-beta T cell lineage commitment","1/33","22/21066",0.0339187646280584,0.119011074907463,0.0773001020235834,"IRF4",1,0.0454545454545455,29.0165289256198
"GO:0043371","negative regulation of CD4-positive, alpha-beta T cell differentiation","1/33","22/21066",0.0339187646280584,0.119011074907463,0.0773001020235834,"RUNX1",1,0.0454545454545455,29.0165289256198
"GO:0045624","positive regulation of T-helper cell differentiation","1/33","22/21066",0.0339187646280584,0.119011074907463,0.0773001020235834,"MYB",1,0.0454545454545455,29.0165289256198
"GO:0071305","cellular response to vitamin D","1/33","22/21066",0.0339187646280584,0.119011074907463,0.0773001020235834,"SNAI2",1,0.0454545454545455,29.0165289256198
"GO:0071636","positive regulation of transforming growth factor beta production","1/33","22/21066",0.0339187646280584,0.119011074907463,0.0773001020235834,"MYB",1,0.0454545454545455,29.0165289256198
"GO:0072574","hepatocyte proliferation","1/33","22/21066",0.0339187646280584,0.119011074907463,0.0773001020235834,"GLI1",1,0.0454545454545455,29.0165289256198
"GO:0072575","epithelial cell proliferation involved in liver morphogenesis","1/33","22/21066",0.0339187646280584,0.119011074907463,0.0773001020235834,"GLI1",1,0.0454545454545455,29.0165289256198
"GO:0097150","neuronal stem cell population maintenance","1/33","22/21066",0.0339187646280584,0.119011074907463,0.0773001020235834,"PRRX1",1,0.0454545454545455,29.0165289256198
"GO:0007584","response to nutrient","2/33","186/21066",0.0342277344544294,0.119011074907463,0.0773001020235834,"NR1H4/SNAI2",2,0.010752688172043,6.86412512218964
"GO:0006479","protein methylation","2/33","187/21066",0.0345643875261893,0.119011074907463,0.0773001020235834,"MYB/NR1H4",2,0.0106951871657754,6.82741857073408
"GO:0008213","protein alkylation","2/33","187/21066",0.0345643875261893,0.119011074907463,0.0773001020235834,"MYB/NR1H4",2,0.0106951871657754,6.82741857073408
"GO:0048659","smooth muscle cell proliferation","2/33","187/21066",0.0345643875261893,0.119011074907463,0.0773001020235834,"MYB/ID2",2,0.0106951871657754,6.82741857073408
"GO:0048771","tissue remodeling","2/33","187/21066",0.0345643875261893,0.119011074907463,0.0773001020235834,"RUNX1/EPAS1",2,0.0106951871657754,6.82741857073408
"GO:2001252","positive regulation of chromosome organization","2/33","187/21066",0.0345643875261893,0.119011074907463,0.0773001020235834,"MYB/TAL1",2,0.0106951871657754,6.82741857073408
"GO:0034329","cell junction assembly","3/33","461/21066",0.034970316589667,0.119011074907463,0.0773001020235834,"NR1H4/RUNX1/SNAI2",3,0.00650759219088937,4.15421021494774
"GO:0009308","amine metabolic process","2/33","189/21066",0.0352416113149146,0.119011074907463,0.0773001020235834,"NR1H4/EPAS1",2,0.0105820105820106,6.75517075517076
"GO:0006541","glutamine metabolic process","1/33","23/21066",0.0354337180954258,0.119011074907463,0.0773001020235834,"NR1H4",1,0.0434782608695652,27.7549407114624
"GO:0046628","positive regulation of insulin receptor signaling pathway","1/33","23/21066",0.0354337180954258,0.119011074907463,0.0773001020235834,"NR1H4",1,0.0434782608695652,27.7549407114624
"GO:0051571","positive regulation of histone H3-K4 methylation","1/33","23/21066",0.0354337180954258,0.119011074907463,0.0773001020235834,"MYB",1,0.0434782608695652,27.7549407114624
"GO:0060749","mammary gland alveolus development","1/33","23/21066",0.0354337180954258,0.119011074907463,0.0773001020235834,"ID2",1,0.0434782608695652,27.7549407114624
"GO:0061377","mammary gland lobule development","1/33","23/21066",0.0354337180954258,0.119011074907463,0.0773001020235834,"ID2",1,0.0434782608695652,27.7549407114624
"GO:0072576","liver morphogenesis","1/33","23/21066",0.0354337180954258,0.119011074907463,0.0773001020235834,"GLI1",1,0.0434782608695652,27.7549407114624
"GO:1903055","positive regulation of extracellular matrix organization","1/33","23/21066",0.0354337180954258,0.119011074907463,0.0773001020235834,"RUNX1",1,0.0434782608695652,27.7549407114624
"GO:0021953","central nervous system neuron differentiation","2/33","191/21066",0.0359240276920188,0.120222287619139,0.078086809195648,"TAL1/SOX1",2,0.0104712041884817,6.6844359828653
"GO:0001659","temperature homeostasis","2/33","192/21066",0.0362671715388169,0.120283575342076,0.0781266168122041,"IRF4/EPAS1",2,0.0104166666666667,6.64962121212121
"GO:0003272","endocardial cushion formation","1/33","24/21066",0.0369463677795419,0.120283575342076,0.0781266168122041,"SNAI2",1,0.0416666666666667,26.5984848484848
"GO:0031639","plasminogen activation","1/33","24/21066",0.0369463677795419,0.120283575342076,0.0781266168122041,"RUNX1",1,0.0416666666666667,26.5984848484848
"GO:0071157","negative regulation of cell cycle arrest","1/33","24/21066",0.0369463677795419,0.120283575342076,0.0781266168122041,"TFAP4",1,0.0416666666666667,26.5984848484848
"GO:0071605","monocyte chemotactic protein-1 production","1/33","24/21066",0.0369463677795419,0.120283575342076,0.0781266168122041,"NR1H4",1,0.0416666666666667,26.5984848484848
"GO:0071637","regulation of monocyte chemotactic protein-1 production","1/33","24/21066",0.0369463677795419,0.120283575342076,0.0781266168122041,"NR1H4",1,0.0416666666666667,26.5984848484848
"GO:2000209","regulation of anoikis","1/33","24/21066",0.0369463677795419,0.120283575342076,0.0781266168122041,"SNAI2",1,0.0416666666666667,26.5984848484848
"GO:0045664","regulation of neuron differentiation","2/33","196/21066",0.0376525439504209,0.120283575342076,0.0781266168122041,"ZFHX2/ID2",2,0.0102040816326531,6.5139146567718
"GO:1902275","regulation of chromatin organization","2/33","197/21066",0.0380020634075818,0.120283575342076,0.0781266168122041,"MYB/TAL1",2,0.0101522842639594,6.48084910013844
"GO:0007219","Notch signaling pathway","2/33","198/21066",0.0383528442822311,0.120283575342076,0.0781266168122041,"NR1H4/SNAI2",2,0.0101010101010101,6.44811753902663
"GO:0001672","regulation of chromatin assembly or disassembly","1/33","25/21066",0.0384567170744413,0.120283575342076,0.0781266168122041,"TAL1",1,0.04,25.5345454545455
"GO:0010804","negative regulation of tumor necrosis factor-mediated signaling pathway","1/33","25/21066",0.0384567170744413,0.120283575342076,0.0781266168122041,"NR1H4",1,0.04,25.5345454545455
"GO:0021884","forebrain neuron development","1/33","25/21066",0.0384567170744413,0.120283575342076,0.0781266168122041,"SOX1",1,0.04,25.5345454545455
"GO:0097066","response to thyroid hormone","1/33","25/21066",0.0384567170744413,0.120283575342076,0.0781266168122041,"GATA1",1,0.04,25.5345454545455
"GO:1900078","positive regulation of cellular response to insulin stimulus","1/33","25/21066",0.0384567170744413,0.120283575342076,0.0781266168122041,"NR1H4",1,0.04,25.5345454545455
"GO:2000679","positive regulation of transcription regulatory region DNA binding","1/33","25/21066",0.0384567170744413,0.120283575342076,0.0781266168122041,"PAX6",1,0.04,25.5345454545455
"GO:0090090","negative regulation of canonical Wnt signaling pathway","2/33","202/21066",0.0397684912331111,0.120283575342076,0.0781266168122041,"GLI1/SNAI2",2,0.0099009900990099,6.32043204320432
"GO:0016570","histone modification","3/33","486/21066",0.039926907557909,0.120283575342076,0.0781266168122041,"MYB/IRF4/NR1H4",3,0.00617283950617284,3.94051627384961
"GO:0002068","glandular epithelial cell development","1/33","26/21066",0.0399647693693198,0.120283575342076,0.0781266168122041,"PAX6",1,0.0384615384615385,24.5524475524476
"GO:0009110","vitamin biosynthetic process","1/33","26/21066",0.0399647693693198,0.120283575342076,0.0781266168122041,"SNAI2",1,0.0384615384615385,24.5524475524476
"GO:0010464","regulation of mesenchymal cell proliferation","1/33","26/21066",0.0399647693693198,0.120283575342076,0.0781266168122041,"PRRX1",1,0.0384615384615385,24.5524475524476
"GO:0010894","negative regulation of steroid biosynthetic process","1/33","26/21066",0.0399647693693198,0.120283575342076,0.0781266168122041,"SNAI2",1,0.0384615384615385,24.5524475524476
"GO:0030502","negative regulation of bone mineralization","1/33","26/21066",0.0399647693693198,0.120283575342076,0.0781266168122041,"GATA1",1,0.0384615384615385,24.5524475524476
"GO:0032104","regulation of response to extracellular stimulus","1/33","26/21066",0.0399647693693198,0.120283575342076,0.0781266168122041,"SNAI2",1,0.0384615384615385,24.5524475524476
"GO:0032107","regulation of response to nutrient levels","1/33","26/21066",0.0399647693693198,0.120283575342076,0.0781266168122041,"SNAI2",1,0.0384615384615385,24.5524475524476
"GO:0032331","negative regulation of chondrocyte differentiation","1/33","26/21066",0.0399647693693198,0.120283575342076,0.0781266168122041,"SNAI2",1,0.0384615384615385,24.5524475524476
"GO:0045116","protein neddylation","1/33","26/21066",0.0399647693693198,0.120283575342076,0.0781266168122041,"EPAS1",1,0.0384615384615385,24.5524475524476
"GO:0046639","negative regulation of alpha-beta T cell differentiation","1/33","26/21066",0.0399647693693198,0.120283575342076,0.0781266168122041,"RUNX1",1,0.0384615384615385,24.5524475524476
"GO:0071425","hematopoietic stem cell proliferation","1/33","26/21066",0.0399647693693198,0.120283575342076,0.0781266168122041,"RUNX1",1,0.0384615384615385,24.5524475524476
"GO:0097709","connective tissue replacement","1/33","26/21066",0.0399647693693198,0.120283575342076,0.0781266168122041,"RUNX1",1,0.0384615384615385,24.5524475524476
"GO:2001187","positive regulation of CD8-positive, alpha-beta T cell activation","1/33","26/21066",0.0399647693693198,0.120283575342076,0.0781266168122041,"RUNX1",1,0.0384615384615385,24.5524475524476
"GO:0031667","response to nutrient levels","3/33","488/21066",0.0403382527947526,0.121014758384258,0.0786015349977805,"NR1H4/KLF10/SNAI2",3,0.00614754098360656,3.92436661698957
"GO:0043433","negative regulation of DNA-binding transcription factor activity","2/33","206/21066",0.0412039592137001,0.122430507964961,0.0795210930062538,"NR1H4/ID2",2,0.00970873786407767,6.19770520741395
"GO:0060541","respiratory system development","2/33","206/21066",0.0412039592137001,0.122430507964961,0.0795210930062538,"GLI1/EPAS1",2,0.00970873786407767,6.19770520741395
"GO:0002360","T cell lineage commitment","1/33","27/21066",0.0414705280485411,0.122430507964961,0.0795210930062538,"IRF4",1,0.037037037037037,23.6430976430976
"GO:0033598","mammary gland epithelial cell proliferation","1/33","27/21066",0.0414705280485411,0.122430507964961,0.0795210930062538,"ID2",1,0.037037037037037,23.6430976430976
"GO:0048873","homeostasis of number of cells within a tissue","1/33","27/21066",0.0414705280485411,0.122430507964961,0.0795210930062538,"GATA1",1,0.037037037037037,23.6430976430976
"GO:0001959","regulation of cytokine-mediated signaling pathway","2/33","209/21066",0.0422933952915886,0.123717064434012,0.0803567374737465,"NR1H4/RUNX1",2,0.00956937799043062,6.10874293170944
"GO:0016569","covalent chromatin modification","3/33","499/21066",0.0426396253812072,0.123717064434012,0.0803567374737465,"MYB/IRF4/NR1H4",3,0.00601202404809619,3.83785753324831
"GO:0001562","response to protozoan","1/33","28/21066",0.0429739964916417,0.123717064434012,0.0803567374737465,"IRF4",1,0.0357142857142857,22.7987012987013
"GO:0010528","regulation of transposition","1/33","28/21066",0.0429739964916417,0.123717064434012,0.0803567374737465,"ZNF91",1,0.0357142857142857,22.7987012987013
"GO:0010529","negative regulation of transposition","1/33","28/21066",0.0429739964916417,0.123717064434012,0.0803567374737465,"ZNF91",1,0.0357142857142857,22.7987012987013
"GO:0032656","regulation of interleukin-13 production","1/33","28/21066",0.0429739964916417,0.123717064434012,0.0803567374737465,"IRF4",1,0.0357142857142857,22.7987012987013
